state,district,village,scheme,allocated_fund,used_fund,year,work_type
Uttar Pradesh,Noida,Modinagar Rural,MGNREGA,1730586,439647,2022-2023,Water Supply
Uttar Pradesh,Meerut,Garhmukteshwar,Jal Jeevan Mission,4996355,2865133,2024-2025,Sanitation
Uttar Pradesh,Noida,Modinagar Rural,Jal Jeevan Mission,4516096,2545245,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Noorpur,Swachh Bharat,2055946,323833,2023-2024,Livelihood
Uttar Pradesh,Bulandshahr,Dasna,Swachh Bharat,1044595,362138,2023-2024,Sanitation
Uttar Pradesh,Bulandshahr,Khoda,PMAY-G,2240230,1369591,2023-2024,Road Construction
Uttar Pradesh,Ghaziabad,Khoda,NRLM,2834342,2142499,2022-2023,Water Supply
Uttar Pradesh,Ghaziabad,Muradnagar Village,NRLM,2758643,2290794,2022-2023,Housing
Uttar Pradesh,Hapur,Dasna,Jal Jeevan Mission,4775207,1551817,2024-2025,Water Supply
Uttar Pradesh,Meerut,Noorpur,Jal Jeevan Mission,1851343,1139436,2024-2025,Road Construction
Uttar Pradesh,Hapur,Dasna,NRLM,3399332,2593214,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Kavi Nagar,MGNREGA,4156907,2562277,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Chhapraula,NRLM,3954182,235560,2023-2024,Livelihood
Uttar Pradesh,Bulandshahr,Khoda,PMAY-G,2111016,1493358,2022-2023,Sanitation
Uttar Pradesh,Hapur,Garhmukteshwar,PMAY-G,1262426,256422,2023-2024,Water Supply
Uttar Pradesh,Bulandshahr,Pilkhuwa,MGNREGA,951054,272380,2024-2025,Housing
Uttar Pradesh,Meerut,Khoda,Swachh Bharat,975248,695560,2022-2023,Road Construction
Uttar Pradesh,Bulandshahr,Loni Dehat,NRLM,3722958,1879269,2023-2024,Housing
Uttar Pradesh,Bulandshahr,Pilkhuwa,Jal Jeevan Mission,2567933,2320789,2024-2025,Sanitation
Uttar Pradesh,Noida,Behrampur,NRLM,2666127,1391001,2023-2024,Livelihood
Uttar Pradesh,Meerut,Muradnagar Village,Jal Jeevan Mission,4069273,2856611,2023-2024,Sanitation
Uttar Pradesh,Bulandshahr,Kavi Nagar,PMAY-G,1127474,376870,2022-2023,Water Supply
Uttar Pradesh,Meerut,Kavi Nagar,MGNREGA,3456478,3191647,2024-2025,Sanitation
Uttar Pradesh,Hapur,Dasna,Jal Jeevan Mission,2932486,276605,2022-2023,Housing
Uttar Pradesh,Noida,Dadri,Jal Jeevan Mission,4822966,3980351,2023-2024,Housing
Uttar Pradesh,Noida,Chhapraula,Swachh Bharat,714026,511585,2022-2023,Water Supply
Uttar Pradesh,Ghaziabad,Dadri,PMAY-G,2599526,2164087,2023-2024,Housing
Uttar Pradesh,Ghaziabad,Garhmukteshwar,PMAY-G,1794418,396158,2022-2023,Road Construction
Uttar Pradesh,Ghaziabad,Pilkhuwa,PMAY-G,3251555,540077,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Bhojpur,Jal Jeevan Mission,2520624,305944,2022-2023,Sanitation
Uttar Pradesh,Bulandshahr,Dadri,NRLM,1323235,462392,2023-2024,Livelihood
Uttar Pradesh,Bulandshahr,Khoda,MGNREGA,1965124,1672705,2024-2025,Sanitation
Uttar Pradesh,Noida,Dasna,NRLM,1087651,471666,2023-2024,Road Construction
Uttar Pradesh,Noida,Pilkhuwa,Jal Jeevan Mission,1735618,642176,2024-2025,Road Construction
Uttar Pradesh,Noida,Khoda,PMAY-G,1827845,1023304,2023-2024,Road Construction
Uttar Pradesh,Bulandshahr,Garhmukteshwar,NRLM,4681310,3437154,2023-2024,Road Construction
Uttar Pradesh,Bulandshahr,Behrampur,Swachh Bharat,3070664,1983198,2023-2024,Housing
Uttar Pradesh,Hapur,Loni Dehat,MGNREGA,1793057,407659,2022-2023,Road Construction
Uttar Pradesh,Meerut,Bhojpur,PMAY-G,1590379,894418,2023-2024,Road Construction
Uttar Pradesh,Meerut,Modinagar Rural,Swachh Bharat,2853873,2358442,2024-2025,Sanitation
Uttar Pradesh,Bulandshahr,Noorpur,Swachh Bharat,2249742,799680,2023-2024,Housing
Uttar Pradesh,Meerut,Bhojpur,Jal Jeevan Mission,1707338,1275757,2023-2024,Sanitation
Uttar Pradesh,Hapur,Khoda,Swachh Bharat,1441832,367589,2022-2023,Housing
Uttar Pradesh,Noida,Garhmukteshwar,PMAY-G,3508222,920156,2024-2025,Road Construction
Uttar Pradesh,Hapur,Kavi Nagar,MGNREGA,4510304,4280325,2024-2025,Road Construction
Uttar Pradesh,Meerut,Sikandrabad,NRLM,2764448,759089,2023-2024,Road Construction
Uttar Pradesh,Ghaziabad,Muradnagar Village,NRLM,3894991,934621,2023-2024,Livelihood
Uttar Pradesh,Noida,Sikandrabad,MGNREGA,3183819,1313806,2022-2023,Sanitation
Uttar Pradesh,Bulandshahr,Pilkhuwa,MGNREGA,1402764,528235,2024-2025,Sanitation
Uttar Pradesh,Meerut,Dasna,Jal Jeevan Mission,2032900,592612,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Sikandrabad,MGNREGA,1413131,264673,2023-2024,Housing
Uttar Pradesh,Meerut,Dasna,PMAY-G,4511572,1840254,2023-2024,Water Supply
Uttar Pradesh,Bulandshahr,Dadri,NRLM,3553564,2397478,2023-2024,Road Construction
Uttar Pradesh,Meerut,Dadri,Swachh Bharat,2608518,2478098,2024-2025,Road Construction
Uttar Pradesh,Ghaziabad,Garhmukteshwar,PMAY-G,1584118,1036857,2023-2024,Housing
Uttar Pradesh,Noida,Chhapraula,PMAY-G,809258,330639,2022-2023,Road Construction
Uttar Pradesh,Noida,Bhojpur,PMAY-G,3267106,931784,2024-2025,Road Construction
Uttar Pradesh,Bulandshahr,Bhojpur,PMAY-G,1101102,1039350,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Noorpur,Jal Jeevan Mission,3515492,1382163,2022-2023,Road Construction
Uttar Pradesh,Bulandshahr,Behrampur,PMAY-G,635266,466811,2022-2023,Housing
Uttar Pradesh,Noida,Chhapraula,Swachh Bharat,1854041,1739366,2024-2025,Sanitation
Uttar Pradesh,Bulandshahr,Bhojpur,Jal Jeevan Mission,1834171,622747,2024-2025,Road Construction
Uttar Pradesh,Hapur,Modinagar Rural,Jal Jeevan Mission,4024196,3531310,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Bhojpur,Swachh Bharat,2040422,1452233,2023-2024,Housing
Uttar Pradesh,Bulandshahr,Kavi Nagar,NRLM,804018,294790,2022-2023,Water Supply
Uttar Pradesh,Noida,Muradnagar Village,PMAY-G,2259378,1601913,2023-2024,Livelihood
Uttar Pradesh,Hapur,Behrampur,Swachh Bharat,1673657,862659,2022-2023,Sanitation
Uttar Pradesh,Meerut,Kavi Nagar,NRLM,1184212,721073,2023-2024,Water Supply
Uttar Pradesh,Noida,Khoda,Jal Jeevan Mission,4472738,3165611,2022-2023,Sanitation
Uttar Pradesh,Meerut,Garhmukteshwar,Swachh Bharat,1456208,382018,2023-2024,Water Supply
Uttar Pradesh,Noida,Pilkhuwa,Swachh Bharat,4341464,540102,2023-2024,Road Construction
Uttar Pradesh,Bulandshahr,Dasna,NRLM,1748559,764462,2022-2023,Sanitation
Uttar Pradesh,Bulandshahr,Dasna,Jal Jeevan Mission,2325704,266343,2024-2025,Road Construction
Uttar Pradesh,Noida,Bhojpur,MGNREGA,3418478,380469,2023-2024,Sanitation
Uttar Pradesh,Meerut,Modinagar Rural,NRLM,935261,881918,2022-2023,Housing
Uttar Pradesh,Hapur,Garhmukteshwar,PMAY-G,2025176,1135087,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Dasna,MGNREGA,1719997,318294,2023-2024,Sanitation
Uttar Pradesh,Noida,Behrampur,NRLM,3341863,341804,2023-2024,Sanitation
Uttar Pradesh,Meerut,Khoda,MGNREGA,1659315,974060,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Khoda,Swachh Bharat,2021013,1292757,2024-2025,Livelihood
Uttar Pradesh,Hapur,Behrampur,NRLM,4868728,1381754,2024-2025,Livelihood
Uttar Pradesh,Noida,Dhaulana,NRLM,682780,341139,2024-2025,Road Construction
Uttar Pradesh,Hapur,Dasna,PMAY-G,3480348,422547,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Dasna,NRLM,3446476,3333307,2023-2024,Housing
Uttar Pradesh,Ghaziabad,Khoda,PMAY-G,4534984,1833087,2024-2025,Road Construction
Uttar Pradesh,Bulandshahr,Garhmukteshwar,PMAY-G,1290584,661970,2023-2024,Road Construction
Uttar Pradesh,Bulandshahr,Garhmukteshwar,MGNREGA,3168689,2667358,2023-2024,Sanitation
Uttar Pradesh,Hapur,Loni Dehat,Jal Jeevan Mission,2168757,1622161,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Dhaulana,PMAY-G,2407990,1921058,2024-2025,Housing
Uttar Pradesh,Noida,Noorpur,MGNREGA,1880062,1859296,2024-2025,Sanitation
Uttar Pradesh,Meerut,Muradnagar Village,Swachh Bharat,3618687,3058233,2022-2023,Sanitation
Uttar Pradesh,Noida,Modinagar Rural,Jal Jeevan Mission,2518454,282131,2023-2024,Road Construction
Uttar Pradesh,Noida,Dasna,Jal Jeevan Mission,4246967,1511315,2024-2025,Road Construction
Uttar Pradesh,Bulandshahr,Noorpur,Jal Jeevan Mission,2981106,1687716,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Kavi Nagar,Jal Jeevan Mission,2599218,1772746,2023-2024,Road Construction
Uttar Pradesh,Bulandshahr,Garhmukteshwar,Jal Jeevan Mission,1145783,1045189,2024-2025,Water Supply
Uttar Pradesh,Hapur,Dhaulana,NRLM,4759426,615279,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Modinagar Rural,PMAY-G,2052743,1914129,2023-2024,Housing
Uttar Pradesh,Meerut,Sikandrabad,MGNREGA,1250768,923598,2024-2025,Road Construction
Uttar Pradesh,Noida,Modinagar Rural,NRLM,4690571,2932416,2022-2023,Road Construction
Uttar Pradesh,Hapur,Muradnagar Village,PMAY-G,3879195,2122774,2023-2024,Livelihood
Uttar Pradesh,Hapur,Dasna,NRLM,4288451,3614396,2023-2024,Livelihood
Uttar Pradesh,Hapur,Kavi Nagar,PMAY-G,2146232,1388362,2022-2023,Water Supply
Uttar Pradesh,Bulandshahr,Pilkhuwa,NRLM,3551541,1513745,2024-2025,Livelihood
Uttar Pradesh,Noida,Loni Dehat,NRLM,2280737,1571100,2024-2025,Road Construction
Uttar Pradesh,Noida,Bhojpur,PMAY-G,4656299,309362,2024-2025,Livelihood
Uttar Pradesh,Meerut,Behrampur,Jal Jeevan Mission,4425213,3383975,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Muradnagar Village,Jal Jeevan Mission,3163317,2160223,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Dadri,NRLM,872345,442882,2023-2024,Housing
Uttar Pradesh,Meerut,Khoda,MGNREGA,768722,284104,2024-2025,Housing
Uttar Pradesh,Meerut,Garhmukteshwar,MGNREGA,2500188,1073341,2023-2024,Sanitation
Uttar Pradesh,Noida,Dhaulana,PMAY-G,2103301,1551630,2024-2025,Road Construction
Uttar Pradesh,Bulandshahr,Khoda,NRLM,2562504,2076678,2024-2025,Water Supply
Uttar Pradesh,Noida,Kavi Nagar,Jal Jeevan Mission,2662708,1157068,2024-2025,Water Supply
Uttar Pradesh,Ghaziabad,Khoda,Swachh Bharat,3400620,1606749,2023-2024,Sanitation
Uttar Pradesh,Hapur,Chhapraula,Swachh Bharat,2166096,1167026,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Sikandrabad,PMAY-G,1557461,291292,2022-2023,Livelihood
Uttar Pradesh,Bulandshahr,Pilkhuwa,MGNREGA,4587062,3906685,2023-2024,Sanitation
Uttar Pradesh,Meerut,Sikandrabad,Swachh Bharat,1118246,898884,2024-2025,Water Supply
Uttar Pradesh,Meerut,Modinagar Rural,NRLM,2825786,2022183,2022-2023,Water Supply
Uttar Pradesh,Noida,Bhojpur,Jal Jeevan Mission,1099915,760147,2024-2025,Road Construction
Uttar Pradesh,Hapur,Loni Dehat,Jal Jeevan Mission,2730966,2062040,2023-2024,Livelihood
Uttar Pradesh,Ghaziabad,Dadri,PMAY-G,874696,732438,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Kavi Nagar,Jal Jeevan Mission,1330882,1329627,2023-2024,Water Supply
Uttar Pradesh,Meerut,Modinagar Rural,PMAY-G,4284519,3238178,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Behrampur,MGNREGA,1481809,825245,2024-2025,Housing
Uttar Pradesh,Bulandshahr,Loni Dehat,Swachh Bharat,2135366,1810543,2023-2024,Road Construction
Uttar Pradesh,Ghaziabad,Behrampur,PMAY-G,4238279,2766503,2024-2025,Sanitation
Uttar Pradesh,Bulandshahr,Dadri,PMAY-G,4633118,608740,2023-2024,Water Supply
Uttar Pradesh,Ghaziabad,Noorpur,MGNREGA,3282175,2905922,2024-2025,Livelihood
Uttar Pradesh,Noida,Kavi Nagar,Swachh Bharat,3910312,3469260,2022-2023,Housing
Uttar Pradesh,Meerut,Dadri,Swachh Bharat,4382609,3473632,2023-2024,Livelihood
Uttar Pradesh,Ghaziabad,Noorpur,MGNREGA,4578504,3105604,2023-2024,Livelihood
Uttar Pradesh,Ghaziabad,Noorpur,NRLM,1816995,440931,2023-2024,Housing
Uttar Pradesh,Meerut,Dadri,MGNREGA,2816678,2589070,2024-2025,Livelihood
Uttar Pradesh,Bulandshahr,Bhojpur,MGNREGA,4414367,3078646,2023-2024,Sanitation
Uttar Pradesh,Bulandshahr,Bhojpur,NRLM,3285191,1397794,2022-2023,Water Supply
Uttar Pradesh,Bulandshahr,Kavi Nagar,Jal Jeevan Mission,1498276,1182524,2022-2023,Sanitation
Uttar Pradesh,Meerut,Garhmukteshwar,Jal Jeevan Mission,928639,809935,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Modinagar Rural,MGNREGA,3825902,941627,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Bhojpur,Jal Jeevan Mission,4380951,3428795,2023-2024,Sanitation
Uttar Pradesh,Meerut,Pilkhuwa,NRLM,2526010,2331557,2023-2024,Housing
Uttar Pradesh,Ghaziabad,Bhojpur,Jal Jeevan Mission,3165804,2896507,2024-2025,Sanitation
Uttar Pradesh,Bulandshahr,Dadri,MGNREGA,3942427,661508,2022-2023,Sanitation
Uttar Pradesh,Ghaziabad,Dhaulana,Jal Jeevan Mission,1958391,1855850,2023-2024,Livelihood
Uttar Pradesh,Hapur,Bhojpur,NRLM,4976821,2400756,2022-2023,Livelihood
Uttar Pradesh,Bulandshahr,Noorpur,Jal Jeevan Mission,3915174,3910140,2022-2023,Livelihood
Uttar Pradesh,Noida,Modinagar Rural,MGNREGA,1754609,989364,2024-2025,Housing
Uttar Pradesh,Hapur,Dadri,Swachh Bharat,3824987,388416,2022-2023,Sanitation
Uttar Pradesh,Noida,Dhaulana,PMAY-G,4914777,2187601,2023-2024,Livelihood
Uttar Pradesh,Bulandshahr,Bhojpur,NRLM,1528877,266221,2024-2025,Water Supply
Uttar Pradesh,Ghaziabad,Dhaulana,NRLM,1679903,614556,2024-2025,Livelihood
Uttar Pradesh,Noida,Loni Dehat,Swachh Bharat,3255749,2850319,2022-2023,Sanitation
Uttar Pradesh,Hapur,Bhojpur,Jal Jeevan Mission,1827498,638892,2022-2023,Road Construction
Uttar Pradesh,Ghaziabad,Sikandrabad,NRLM,3162766,1450013,2024-2025,Water Supply
Uttar Pradesh,Meerut,Muradnagar Village,MGNREGA,2399982,2003759,2024-2025,Livelihood
Uttar Pradesh,Hapur,Behrampur,MGNREGA,3398064,2202376,2023-2024,Housing
Uttar Pradesh,Hapur,Dhaulana,MGNREGA,3697568,1473064,2023-2024,Housing
Uttar Pradesh,Noida,Muradnagar Village,Jal Jeevan Mission,642179,246286,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Garhmukteshwar,Swachh Bharat,2468801,1405535,2023-2024,Livelihood
Uttar Pradesh,Meerut,Dadri,PMAY-G,2964830,2144345,2022-2023,Housing
Uttar Pradesh,Ghaziabad,Dadri,PMAY-G,3301062,771361,2022-2023,Road Construction
Uttar Pradesh,Hapur,Modinagar Rural,MGNREGA,4238819,3455183,2022-2023,Road Construction
Uttar Pradesh,Meerut,Noorpur,NRLM,1004858,688511,2024-2025,Housing
Uttar Pradesh,Noida,Loni Dehat,Swachh Bharat,3445797,1145505,2024-2025,Livelihood
Uttar Pradesh,Bulandshahr,Bhojpur,PMAY-G,2693476,833626,2024-2025,Water Supply
Uttar Pradesh,Ghaziabad,Loni Dehat,NRLM,2013540,1728175,2023-2024,Road Construction
Uttar Pradesh,Noida,Dhaulana,NRLM,3687182,2320678,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Sikandrabad,Jal Jeevan Mission,4679632,4013464,2023-2024,Housing
Uttar Pradesh,Noida,Behrampur,Jal Jeevan Mission,1183802,642817,2024-2025,Housing
Uttar Pradesh,Noida,Pilkhuwa,PMAY-G,3630668,2148394,2022-2023,Sanitation
Uttar Pradesh,Hapur,Loni Dehat,Jal Jeevan Mission,4928681,3919068,2024-2025,Livelihood
Uttar Pradesh,Meerut,Noorpur,NRLM,1009055,616097,2023-2024,Water Supply
Uttar Pradesh,Noida,Muradnagar Village,NRLM,535308,322147,2024-2025,Livelihood
Uttar Pradesh,Hapur,Behrampur,NRLM,1244533,876673,2024-2025,Livelihood
Uttar Pradesh,Ghaziabad,Khoda,NRLM,1229740,525848,2024-2025,Water Supply
Uttar Pradesh,Hapur,Modinagar Rural,MGNREGA,2327208,205120,2022-2023,Sanitation
Uttar Pradesh,Bulandshahr,Behrampur,NRLM,839841,528533,2024-2025,Sanitation
Uttar Pradesh,Bulandshahr,Chhapraula,NRLM,2597282,323768,2023-2024,Water Supply
Uttar Pradesh,Ghaziabad,Loni Dehat,NRLM,3275426,2931032,2023-2024,Water Supply
Uttar Pradesh,Noida,Sikandrabad,PMAY-G,4679242,2982217,2023-2024,Housing
Uttar Pradesh,Hapur,Chhapraula,Jal Jeevan Mission,3703543,2165425,2022-2023,Water Supply
Uttar Pradesh,Meerut,Modinagar Rural,PMAY-G,4447463,298521,2024-2025,Sanitation
Uttar Pradesh,Meerut,Muradnagar Village,NRLM,2088376,911559,2022-2023,Road Construction
Uttar Pradesh,Meerut,Bhojpur,Jal Jeevan Mission,3050203,2950013,2023-2024,Livelihood
Uttar Pradesh,Hapur,Pilkhuwa,NRLM,3893847,1298617,2023-2024,Livelihood
Uttar Pradesh,Noida,Khoda,PMAY-G,2145168,954229,2023-2024,Housing
Uttar Pradesh,Ghaziabad,Chhapraula,NRLM,2817226,736653,2023-2024,Sanitation
Uttar Pradesh,Meerut,Khoda,Jal Jeevan Mission,666077,577687,2023-2024,Water Supply
Uttar Pradesh,Ghaziabad,Bhojpur,Jal Jeevan Mission,4791659,3390841,2024-2025,Sanitation
Uttar Pradesh,Noida,Dasna,Jal Jeevan Mission,3523097,1067762,2022-2023,Water Supply
Uttar Pradesh,Noida,Noorpur,PMAY-G,568240,273757,2023-2024,Livelihood
Uttar Pradesh,Hapur,Sikandrabad,NRLM,834251,252181,2023-2024,Sanitation
Uttar Pradesh,Meerut,Dhaulana,Jal Jeevan Mission,4604882,606149,2023-2024,Water Supply
Uttar Pradesh,Noida,Behrampur,NRLM,2127055,476588,2024-2025,Livelihood
Uttar Pradesh,Hapur,Dasna,PMAY-G,892313,293306,2022-2023,Sanitation
Uttar Pradesh,Hapur,Loni Dehat,Swachh Bharat,2122658,1215993,2024-2025,Housing
Uttar Pradesh,Noida,Khoda,MGNREGA,3802555,562207,2023-2024,Livelihood
Uttar Pradesh,Hapur,Noorpur,PMAY-G,545616,445464,2023-2024,Water Supply
Uttar Pradesh,Ghaziabad,Loni Dehat,Swachh Bharat,3224596,1467643,2023-2024,Sanitation
Uttar Pradesh,Bulandshahr,Khoda,PMAY-G,641765,365949,2022-2023,Livelihood
Uttar Pradesh,Hapur,Sikandrabad,Swachh Bharat,2553092,2469647,2023-2024,Water Supply
Uttar Pradesh,Noida,Pilkhuwa,MGNREGA,1253494,233018,2022-2023,Housing
Uttar Pradesh,Hapur,Sikandrabad,MGNREGA,3768205,690593,2022-2023,Livelihood
Uttar Pradesh,Bulandshahr,Dadri,NRLM,2551845,1833044,2023-2024,Housing
Uttar Pradesh,Ghaziabad,Dasna,MGNREGA,2116591,1968273,2022-2023,Sanitation
Uttar Pradesh,Bulandshahr,Garhmukteshwar,MGNREGA,4009099,1892499,2022-2023,Housing
Uttar Pradesh,Bulandshahr,Noorpur,MGNREGA,1416102,660455,2023-2024,Water Supply
Uttar Pradesh,Noida,Khoda,PMAY-G,2294930,1348358,2024-2025,Water Supply
Uttar Pradesh,Hapur,Muradnagar Village,PMAY-G,2666286,251228,2023-2024,Water Supply
Uttar Pradesh,Meerut,Dhaulana,PMAY-G,4827615,983943,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Chhapraula,NRLM,1012113,322348,2024-2025,Water Supply
Uttar Pradesh,Bulandshahr,Behrampur,PMAY-G,3985290,2413555,2024-2025,Water Supply
Uttar Pradesh,Ghaziabad,Sikandrabad,NRLM,4938143,4298651,2024-2025,Housing
Uttar Pradesh,Noida,Kavi Nagar,PMAY-G,923322,258428,2022-2023,Water Supply
Uttar Pradesh,Meerut,Sikandrabad,NRLM,1464014,1264226,2022-2023,Livelihood
Uttar Pradesh,Meerut,Bhojpur,MGNREGA,3938872,3113297,2023-2024,Sanitation
Uttar Pradesh,Hapur,Modinagar Rural,Jal Jeevan Mission,2109479,316684,2022-2023,Livelihood
Uttar Pradesh,Noida,Pilkhuwa,NRLM,554951,388617,2022-2023,Water Supply
Uttar Pradesh,Noida,Modinagar Rural,PMAY-G,1542279,777533,2022-2023,Water Supply
Uttar Pradesh,Hapur,Dasna,Jal Jeevan Mission,4488072,1066713,2022-2023,Sanitation
Uttar Pradesh,Bulandshahr,Loni Dehat,NRLM,4842213,1730232,2024-2025,Sanitation
Uttar Pradesh,Noida,Pilkhuwa,NRLM,1857856,1039122,2022-2023,Sanitation
Uttar Pradesh,Ghaziabad,Noorpur,Jal Jeevan Mission,1928481,836928,2024-2025,Road Construction
Uttar Pradesh,Hapur,Behrampur,PMAY-G,3219571,3005083,2023-2024,Road Construction
Uttar Pradesh,Meerut,Dasna,MGNREGA,4515288,2671653,2023-2024,Sanitation
Uttar Pradesh,Noida,Sikandrabad,Jal Jeevan Mission,4915780,3587600,2024-2025,Sanitation
Uttar Pradesh,Meerut,Sikandrabad,NRLM,4325558,3903928,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Loni Dehat,PMAY-G,4339401,1762688,2024-2025,Livelihood
Uttar Pradesh,Hapur,Garhmukteshwar,PMAY-G,1158700,382870,2024-2025,Water Supply
Uttar Pradesh,Hapur,Noorpur,NRLM,4621531,271680,2023-2024,Housing
Uttar Pradesh,Bulandshahr,Modinagar Rural,Jal Jeevan Mission,2277171,236651,2023-2024,Road Construction
Uttar Pradesh,Hapur,Kavi Nagar,PMAY-G,2327310,1515233,2023-2024,Water Supply
Uttar Pradesh,Bulandshahr,Garhmukteshwar,PMAY-G,4842529,2534300,2024-2025,Sanitation
Uttar Pradesh,Ghaziabad,Dadri,NRLM,4871679,878666,2023-2024,Livelihood
Uttar Pradesh,Hapur,Pilkhuwa,Swachh Bharat,1492048,775310,2024-2025,Sanitation
Uttar Pradesh,Bulandshahr,Khoda,MGNREGA,1148733,1082077,2023-2024,Sanitation
Uttar Pradesh,Noida,Garhmukteshwar,NRLM,4989458,4498694,2023-2024,Road Construction
Uttar Pradesh,Ghaziabad,Noorpur,Jal Jeevan Mission,4667163,3644938,2023-2024,Sanitation
Uttar Pradesh,Hapur,Kavi Nagar,NRLM,4113322,3232764,2024-2025,Sanitation
Uttar Pradesh,Bulandshahr,Bhojpur,PMAY-G,2686136,2175790,2022-2023,Road Construction
Uttar Pradesh,Hapur,Behrampur,NRLM,801525,289210,2022-2023,Sanitation
Uttar Pradesh,Meerut,Sikandrabad,Swachh Bharat,2831899,2166560,2023-2024,Housing
Uttar Pradesh,Noida,Kavi Nagar,NRLM,3771431,2808019,2023-2024,Livelihood
Uttar Pradesh,Bulandshahr,Sikandrabad,NRLM,3988058,2999637,2024-2025,Livelihood
Uttar Pradesh,Bulandshahr,Khoda,MGNREGA,4547778,4412775,2023-2024,Livelihood
Uttar Pradesh,Hapur,Bhojpur,MGNREGA,3145297,801628,2023-2024,Water Supply
Uttar Pradesh,Noida,Dadri,Swachh Bharat,1022341,444620,2023-2024,Housing
Uttar Pradesh,Bulandshahr,Muradnagar Village,MGNREGA,652846,464635,2024-2025,Water Supply
Uttar Pradesh,Noida,Loni Dehat,Jal Jeevan Mission,1484225,369692,2024-2025,Water Supply
Uttar Pradesh,Meerut,Pilkhuwa,Swachh Bharat,3667325,485924,2024-2025,Sanitation
Uttar Pradesh,Bulandshahr,Loni Dehat,MGNREGA,1740247,1520868,2023-2024,Sanitation
Uttar Pradesh,Ghaziabad,Pilkhuwa,MGNREGA,1019563,213692,2024-2025,Livelihood
Uttar Pradesh,Noida,Dasna,Jal Jeevan Mission,1101466,570049,2023-2024,Water Supply
Uttar Pradesh,Hapur,Modinagar Rural,Jal Jeevan Mission,3138437,1498420,2023-2024,Housing
Uttar Pradesh,Noida,Noorpur,Swachh Bharat,4016226,3560994,2022-2023,Sanitation
Uttar Pradesh,Bulandshahr,Garhmukteshwar,MGNREGA,1209411,495138,2024-2025,Housing
Uttar Pradesh,Ghaziabad,Kavi Nagar,MGNREGA,2280584,1543702,2024-2025,Road Construction
Uttar Pradesh,Ghaziabad,Loni Dehat,MGNREGA,2327043,1584098,2024-2025,Sanitation
Uttar Pradesh,Hapur,Muradnagar Village,MGNREGA,894288,414714,2022-2023,Sanitation
Uttar Pradesh,Noida,Dasna,NRLM,973905,225193,2024-2025,Water Supply
Uttar Pradesh,Noida,Kavi Nagar,MGNREGA,3099561,1699119,2022-2023,Water Supply
Uttar Pradesh,Meerut,Modinagar Rural,PMAY-G,1162538,932204,2022-2023,Sanitation
Uttar Pradesh,Meerut,Chhapraula,Swachh Bharat,2873675,1248700,2023-2024,Road Construction
Uttar Pradesh,Bulandshahr,Kavi Nagar,Swachh Bharat,1083789,704723,2022-2023,Sanitation
Uttar Pradesh,Hapur,Dadri,MGNREGA,3877659,351670,2023-2024,Water Supply
Uttar Pradesh,Ghaziabad,Dhaulana,Swachh Bharat,584268,412739,2024-2025,Water Supply
Uttar Pradesh,Noida,Loni Dehat,PMAY-G,2160834,2071894,2023-2024,Livelihood
Uttar Pradesh,Hapur,Dhaulana,Swachh Bharat,2671275,1522424,2024-2025,Road Construction
Uttar Pradesh,Ghaziabad,Noorpur,MGNREGA,3937431,2871442,2023-2024,Housing
Uttar Pradesh,Hapur,Bhojpur,Swachh Bharat,3344747,2622913,2023-2024,Road Construction
Uttar Pradesh,Ghaziabad,Pilkhuwa,Jal Jeevan Mission,2388321,644306,2023-2024,Livelihood
Uttar Pradesh,Noida,Dhaulana,PMAY-G,4148846,2841331,2023-2024,Housing
Uttar Pradesh,Noida,Sikandrabad,Jal Jeevan Mission,1606216,1518168,2023-2024,Road Construction
Uttar Pradesh,Hapur,Chhapraula,PMAY-G,1651077,318374,2024-2025,Sanitation
Uttar Pradesh,Hapur,Pilkhuwa,PMAY-G,3866998,2924039,2024-2025,Livelihood
Uttar Pradesh,Hapur,Chhapraula,MGNREGA,2119014,1035538,2024-2025,Water Supply
Uttar Pradesh,Hapur,Dasna,NRLM,1112187,395560,2023-2024,Sanitation
